QueryVars,ProjVars,JoinVars,LonelyNonResultVars,min_cardinality_of_var_in_TP,No.TPs,TP_sizes,QueryRuntime
"['m', 'h', 'e', 'q', 'd', 'k', 'y', 'g', 'b', 'n', 'u', 'v', 'r', 's', 'f', 't', 'c', 'l', 'i', 'j', 'w', 'p', 'o', 'a', 'x']","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0]","[45, 89, 98, 76, 32, 16, 53, 53, 82, 52, 89, 50, 9, 6, 62, 28, 79, 5, 73, 47, 2, 32, 79, 12, 22]",9,"[90, 67, 5, 61, 9, 32, 11, 75, 59]",5.109423636653315
"['m', 'b', 'v', 'l', 'h', 'f', 'u', 'i', 'g', 'p', 'k', 'e']","[0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[92, 14, 43, 43, 52, 20, 41, 91, 93, 84, 39, 39]",5,"[55, 41, 16, 1, 85]",1.709520290417672
"['f', 'a', 'n', 'e', 'g', 'm']","[0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 1]","[9, 2, 47, 8, 64, 27]",7,"[23, 56, 96, 54, 83, 3, 86]",1.944341280172038
"['f', 'b', 'k', 'c', 'j', 'w', 'u', 'y', 'h', 's', 'm', 'n', 'p', 'g', 'l', 'i', 'o', 'd', 'x', 't', 'e']","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]","[96, 48, 42, 99, 20, 14, 38, 33, 52, 67, 45, 6, 49, 68, 62, 88, 77, 83, 71, 35, 49]",2,"[95, 6]",6.267298919053894
"['e', 'p', 'l', 'w', 'k', 'o', 'm', 'g', 't', 'a', 'u', 'y', 'd', 'f', 'c', 'h', 'x', 'v', 's', 'j', 'n']","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[100, 44, 26, 55, 92, 14, 52, 44, 68, 76, 11, 67, 67, 25, 77, 55, 7, 2, 94, 32, 45]",1,[21],8.599930202871981
"['n', 'i', 't', 'm', 'q', 'y', 'b', 'p', 'h', 'r', 'f', 'g', 'u', 'v', 'l', 'k']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 39, 61, 25, 24, 51, 57, 73, 67, 72, 29, 30, 74, 49, 31, 40]",3,"[56, 46, 38]",5.970576904087083
"['h', 'g', 'k', 'n', 'y', 's', 'r', 'u', 'l', 'x']","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[2, 52, 94, 53, 21, 75, 90, 39, 86, 97]",9,"[64, 74, 17, 34, 89, 77, 30, 77, 69]",6.138970057828903
"['p', 'g', 'f', 'o', 'j', 't', 'd', 'b', 'n', 's', 'x', 'c', 'h', 'm', 'y', 'u', 'e', 'q', 'i', 'a', 'l', 'v', 'k']","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[88, 55, 36, 69, 56, 22, 39, 21, 33, 87, 39, 77, 74, 63, 34, 68, 85, 99, 23, 14, 69, 66, 58]",6,"[61, 67, 14, 95, 100, 74]",7.028561247539153
"['d', 'j', 'n', 'l', 'c', 'p', 'e', 's', 'u', 'q', 'w', 'h', 'v', 'x', 'f']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[58, 22, 15, 31, 72, 69, 5, 34, 45, 41, 2, 60, 72, 80, 23]",1,[92],8.469468941401963
"['k', 'j', 'h', 'c', 't', 'i', 'n', 'l', 'o', 'a', 'q', 'f', 'r']","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]","[34, 43, 99, 10, 94, 82, 40, 96, 90, 52, 23, 29, 25]",3,"[25, 32, 37]",6.144370552967947
"['p', 't', 'k', 'e', 'o', 'u', 'y', 'l', 'j', 'd', 'r', 'c', 'g', 'a', 'f', 's', 'i', 'w', 'm', 'h', 'v']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[48, 51, 62, 70, 49, 24, 32, 15, 37, 95, 73, 89, 80, 57, 49, 22, 42, 83, 8, 43, 96]",4,"[90, 87, 18, 32]",2.474820128251789
"['d', 'b', 'q', 'c', 'a', 'o', 'e', 'y', 'u', 'p', 's', 't', 'i', 'm', 'l', 'k', 'n', 'x', 'v', 'w', 'f', 'r', 'g']","[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[76, 96, 9, 80, 18, 12, 79, 48, 99, 56, 88, 74, 75, 16, 100, 38, 19, 49, 41, 64, 97, 44, 42]",1,[26],0.2966016652903614
"['d', 'u', 'i', 'm', 't', 'r', 'x', 'h', 'c', 'v', 'p', 'e', 'l', 'w', 'b', 'g']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[57, 37, 11, 44, 7, 42, 27, 1, 83, 88, 10, 77, 79, 28, 43, 63]",4,"[64, 58, 94, 5]",0.8071995739325174
"['e', 'h']","[1, 0]","[1, 1]","[0, 1]","[72, 42]",1,[60],9.964465322738944
"['e', 'p', 'q', 's', 'x', 'd', 'w', 'o', 'u', 'j', 'c', 'k', 'h']","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[9, 63, 100, 25, 10, 70, 33, 67, 68, 53, 85, 72, 49]",3,"[72, 33, 37]",3.3000923758585765
"['f', 's', 'q', 'p', 'd', 'c', 'j', 't', 'm', 'o', 'l', 'h']","[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[45, 35, 41, 98, 24, 80, 14, 70, 30, 27, 3, 36]",10,"[3, 17, 32, 62, 94, 11, 66, 93, 26, 53]",3.3184815199842785
"['e', 'j', 'y', 'm', 'b', 'p']","[1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 0]","[29, 99, 99, 60, 60, 91]",10,"[20, 9, 85, 16, 97, 94, 75, 86, 95, 67]",5.576137755886635
"['y', 'w', 'p', 'r', 'i', 'e', 'v', 'a', 'm', 'j']","[1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[97, 92, 76, 48, 53, 30, 86, 15, 46, 42]",8,"[27, 70, 52, 77, 82, 65, 25, 43]",0.7411085192451091
"['e', 'g', 'j', 'r', 't', 'h', 'f', 's', 'a', 'y', 'b', 'l', 'u', 'q', 'd', 'c', 'k', 'm', 'o', 'x']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]","[8, 79, 81, 15, 1, 81, 70, 16, 38, 19, 91, 86, 52, 10, 69, 47, 99, 49, 14, 92]",8,"[10, 15, 42, 65, 17, 50, 37, 65]",7.946476167340373
"['e', 'u', 'h', 'l', 'f', 'k', 's', 'm', 'v', 't', 'b', 'x', 'p', 'q', 'n', 'i', 'o']","[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[85, 67, 6, 20, 31, 32, 41, 97, 59, 62, 53, 5, 68, 70, 98, 30, 85]",1,[42],2.0865173970318773
"['l', 'q', 'f', 'n', 's', 'd', 'c', 'w', 'o', 'a', 'v', 'h', 'b', 'm', 'x', 'u', 'i', 'j', 't', 'k', 'p', 'r']","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[26, 77, 5, 57, 12, 52, 93, 18, 56, 35, 99, 43, 49, 96, 17, 83, 90, 36, 47, 64, 30, 92]",8,"[40, 89, 59, 33, 21, 77, 87, 61]",7.6455560945344505
"['c', 'a', 'g', 'd', 't']","[0, 1, 1, 1, 0]","[1, 0, 0, 1, 1]","[0, 1, 1, 1, 1]","[61, 16, 50, 54, 39]",3,"[29, 40, 67]",8.015846837115394
"['o', 'j', 'i', 'v', 'e', 's', 'a', 'y', 'n', 'x', 'g', 'f']","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[38, 30, 49, 60, 41, 84, 5, 85, 17, 37, 44, 59]",2,"[54, 79]",2.873787415684018
"['y', 'r']","[1, 0]","[1, 0]","[0, 0]","[25, 77]",4,"[59, 6, 79, 59]",6.551322478139791
"['a', 'c', 'e', 'h', 'b', 'v', 't', 'i', 'f', 'm']","[0, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[54, 38, 58, 86, 12, 19, 12, 52, 37, 52]",9,"[85, 57, 19, 22, 26, 48, 57, 93, 87]",6.081530778471625
"['d', 'p', 't', 'i', 'j', 'n', 'u', 'x', 's', 'y']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[54, 95, 99, 53, 4, 29, 35, 43, 30, 75]",3,"[85, 81, 20]",5.005658794121017
"['p', 'n', 'k', 'o', 'g', 'c', 'q', 'x', 't', 'u', 'h', 'a', 'f', 'j']","[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[55, 39, 53, 19, 40, 39, 16, 56, 58, 29, 17, 46, 41, 62]",8,"[25, 45, 11, 27, 49, 98, 42, 8]",2.558027970232167
"['e', 'h', 'r', 'a', 'i', 'o', 'b', 'w', 'j', 'y', 'd', 'v', 'l', 'p', 'g', 'q', 'x', 'm', 's', 'n', 'f', 'c']","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]","[7, 69, 68, 56, 61, 8, 23, 40, 43, 23, 15, 42, 46, 50, 18, 14, 16, 34, 56, 12, 72, 74]",9,"[2, 88, 1, 72, 100, 78, 39, 84, 15]",8.955124154774811
"['b', 'i', 'j', 'v', 'w']","[0, 0, 1, 0, 1]","[1, 1, 1, 0, 1]","[0, 0, 1, 1, 0]","[57, 77, 33, 13, 10]",8,"[2, 78, 56, 2, 98, 78, 29, 49]",4.103415165399615
"['g', 'f', 'x', 'p', 'd', 'w', 'q', 'j', 't', 'o', 'e', 'l', 'n', 'k', 'b', 'r', 'a', 'h', 's']","[0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[2, 54, 67, 36, 23, 14, 54, 29, 14, 69, 85, 56, 42, 28, 44, 48, 49, 76, 23]",8,"[31, 48, 27, 62, 85, 99, 86, 52]",3.1353596660336023
"['g', 'e', 'j', 'w', 'd', 'u', 't', 'b', 'k', 'm', 'l']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[2, 87, 63, 21, 84, 54, 42, 32, 17, 27, 13]",6,"[71, 76, 69, 52, 69, 100]",2.830171571295622
"['g', 'd', 'v', 'p', 'f', 'a', 'h', 'r', 'u', 'e', 'q', 'w', 'm', 'i']","[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[5, 85, 74, 24, 77, 16, 41, 78, 78, 29, 49, 39, 48, 72]",9,"[6, 13, 84, 14, 30, 6, 30, 46, 18]",8.09113588903475
"['i', 'd', 'a', 'x', 'u', 'h', 'q', 'r', 'n', 'b', 'o']","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[16, 54, 72, 65, 37, 99, 98, 75, 1, 22, 21]",3,"[4, 15, 79]",3.4588668236877154
"['g', 'd', 'y', 'b', 'h', 's', 'l', 'o']","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1]","[98, 21, 4, 18, 9, 36, 68, 27]",8,"[55, 65, 12, 88, 40, 85, 53, 24]",1.8478416972821607
"['o', 'y', 'x', 'w', 'p', 'm']","[1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 0, 0]","[13, 50, 37, 100, 73, 85]",1,[48],9.52411701290869
"['b', 'a', 's', 'g', 'e', 'w', 'x', 'i', 't', 'o', 'f', 'p', 'y', 'l', 'k', 'q', 'u', 'n']","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[87, 22, 38, 29, 28, 24, 12, 6, 9, 31, 23, 58, 28, 23, 8, 68, 23, 48]",8,"[62, 14, 14, 80, 86, 37, 6, 33]",8.846566563113514
"['k', 's', 'm', 'h', 'w', 'v', 'p', 'j', 'o', 'e', 'u', 'y', 'x', 'q', 'r']","[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[37, 33, 81, 15, 65, 55, 27, 62, 96, 45, 15, 86, 87, 98, 78]",7,"[57, 26, 84, 6, 20, 34, 8]",5.54575094857635
"['b', 'q', 'p', 't', 'm', 'w', 'v', 'e', 'n', 'l', 'x', 'o', 'f', 'a', 'i', 's', 'r', 'j']","[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]","[11, 67, 44, 36, 84, 8, 67, 40, 62, 72, 10, 6, 3, 53, 49, 43, 36, 51]",7,"[45, 77, 8, 20, 97, 36, 91]",8.016520228505925
"['g', 'f', 'o', 's', 'k', 'p', 'u', 'v', 'y', 'c', 'j', 'n', 'd', 'a', 'r']","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1]","[79, 15, 87, 74, 28, 98, 73, 31, 3, 19, 59, 62, 50, 12, 66]",9,"[43, 28, 2, 62, 29, 43, 87, 18, 98]",7.079276568456676
"['m', 'f', 'e', 'k', 'g', 'j', 'q', 'w', 's', 'l']","[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]","[13, 85, 92, 64, 77, 66, 16, 43, 25, 97]",4,"[24, 32, 86, 19]",9.30300837410684
"['c', 'b', 'q', 'y', 'm', 'r', 'd', 'l', 'u', 'e', 'h', 'f', 'k', 'i', 'a', 'n', 'j']","[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1]","[15, 4, 78, 29, 6, 83, 100, 93, 39, 67, 58, 35, 71, 100, 84, 75, 29]",2,"[6, 18]",6.941379288240125
"['y', 'k', 'w', 'd', 'f', 'n', 'e', 's', 'u', 'r', 'x', 'j', 'm', 'g', 'c', 'p', 't']","[0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[10, 40, 77, 84, 2, 99, 98, 63, 40, 17, 96, 34, 44, 76, 75, 63, 60]",8,"[43, 32, 72, 19, 67, 74, 85, 45]",9.177930379339584
"['v', 'h', 'x', 'g', 'r', 'e', 'n', 'a', 'u', 'b', 'q', 'l', 'd', 'p']","[1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[98, 31, 1, 20, 73, 80, 94, 77, 8, 83, 45, 56, 92, 72]",2,"[49, 50]",5.290524183970582
['v'],[1],[1],[1],[86],6,"[51, 69, 84, 25, 41, 23]",9.653546538085365
"['f', 'e', 'q', 's', 'b', 'i', 'n', 'p', 'l', 'x']","[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[43, 100, 42, 84, 55, 4, 26, 86, 95, 8]",6,"[9, 74, 67, 10, 10, 81]",8.385181800410798
"['d', 'g', 'i', 's', 'u', 'q', 'e', 'n', 'k', 'p', 'y', 'a', 'l', 'b', 'r', 'v', 'm', 'o']","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[63, 59, 86, 75, 4, 42, 99, 87, 39, 50, 27, 89, 87, 10, 16, 94, 23, 83]",10,"[60, 5, 30, 19, 45, 48, 86, 40, 86, 70]",3.4580604942448248
"['i', 's', 'f', 't', 'o', 'y', 'w', 'a', 'g', 'e', 'm', 'u', 'j', 'v', 'q', 'h', 'b', 'r', 'l', 'p', 'n']","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[38, 89, 39, 73, 33, 42, 11, 71, 52, 31, 40, 50, 32, 19, 14, 73, 83, 42, 93, 22, 88]",10,"[36, 86, 14, 79, 52, 8, 89, 70, 47, 41]",1.3576364954119968
"['l', 't', 'm', 'o', 's', 'a', 'g', 'd', 'y', 'j', 'i', 'c', 'w', 'e', 'p', 'n', 'b', 'x', 'q', 'r', 'v']","[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[98, 29, 61, 34, 1, 86, 92, 14, 64, 82, 67, 2, 65, 26, 48, 25, 18, 6, 1, 18, 81]",3,"[99, 73, 66]",6.669423574083226
"['x', 'u', 'p', 'b', 'h', 't', 'g']","[0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 0]","[18, 58, 20, 35, 34, 10, 35]",6,"[85, 35, 14, 65, 37, 49]",5.415314275315173
"['a', 'j', 'b', 'h', 'y', 'r', 'i', 'u', 'g', 'w', 'l', 'k', 'e', 'x', 'd', 's', 't', 'm', 'o', 'v', 'q']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]","[64, 82, 75, 20, 87, 87, 86, 36, 4, 89, 39, 6, 9, 76, 88, 67, 71, 75, 80, 9, 78]",9,"[73, 66, 53, 90, 61, 89, 27, 62, 19]",8.952405666493338
"['g', 'k', 'a', 't', 'y', 'q', 'd', 'm', 'r', 'j', 'l', 'c', 'h', 'b', 'n', 's', 'f', 'u']","[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[7, 35, 5, 52, 85, 55, 33, 60, 91, 43, 53, 64, 74, 78, 64, 83, 59, 71]",9,"[70, 21, 66, 5, 76, 48, 84, 17, 56]",0.8657966598104646
"['y', 'v']","[1, 0]","[0, 1]","[0, 0]","[48, 100]",3,"[94, 53, 55]",2.5393046759070517
"['l', 'f', 'm', 'n', 'i', 'r', 'd', 'h', 'u', 'e', 's', 'o', 'g', 'c', 'x']","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[96, 8, 47, 93, 34, 96, 79, 20, 29, 90, 48, 70, 11, 71, 77]",1,[36],5.866789014708504
"['x', 'f', 'c', 'b', 'l', 'j', 'q', 'y', 'o', 'i', 'u', 's', 'r', 't', 'v', 'n', 'e', 'a', 'h', 'p', 'd', 'm', 'g']","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[77, 82, 87, 42, 9, 85, 33, 34, 6, 49, 43, 9, 45, 27, 98, 6, 10, 61, 30, 79, 1, 65, 4]",7,"[74, 32, 79, 52, 40, 7, 83]",0.9700655138898991
